Date,Account Creations,Active Users,Active Users Acct Creation On Or After Regwall,Active Users Acct Creation On Regwall,Active Users Purchase On Or After Paywall,Active Users Purchase On Or After Regwall,Basic Subscriber Active Users,Basic Subscriber DAU Per MAU,Basic Subscriber Minutes,Basic Subscriber Page Views,Basic Subscriber Total Users,DAU Per MAU,Digital Subscriber Active Users,Digital Subscriber DAU Per MAU,Digital Subscriber Minutes,Digital Subscriber Page Views,Digital Subscriber Total Users,Event Click Active Users,Event Clicks,Event Registration Click Active Users,Event Registration Clicks,Minutes,New Subscription Finishes,New Subscription Starts,Newsletter Signup Active Users,Newsletter Signups,Newsletter Unsubscribes,Non Registrant Active Users,Non Registrant DAU Per MAU,Non Registrant Minutes,Non Registrant Page Views,Non Registrant Total Users,Page Views,Paywall Active Users,Paywall Conversion Rate,Paywall Views,Print Subscriber Active Users,Print Subscriber DAU Per MAU,Print Subscriber Minutes,Print Subscriber Page Views,Print Subscriber Total Users,Purchase Active Users,Purchases,Registrant Active Users,Registrant DAU Per MAU,Registrant Minutes,Registrant Page Views,Registrant Total Users,Regwall Account Creations,Regwall Active Users,Regwall Conversion Rate,Regwall Purchases,Regwall Views,Site License Active Users,Site License By Domain Active Users,Site License By Domain DAU Per MAU,Site License By Domain Minutes,Site License By Domain Page Views,Site License By Domain Total Users,Site License By IP Active Users,Site License By IP DAU Per MAU,Site License By IP Minutes,Site License By IP Page Views,Site License By IP Total Users,Site License DAU Per MAU,Site License Minutes,Site License Page Views,Site License Total Users,Subscriber Active Users,Subscriber DAU Per MAU,Subscriber Minutes,Subscriber Page Views,Subscriber Total Users,Subscription Renewal Finishes,Subscription Renewal Starts,Total Users
2025-04-13,264,15453,192,192,2,2,56,0.053435115,13692,245,58,0.01707212,295,0.043581031,58762,949,323,7,0,3,0,13784,9,262,9,17,0,12249,0.016808326,255781,15586,12595,26348,225,0.008888889,446,144,0.040460804,23221,460,153,10,10,965,0.022617011,114528,2758,1058,259.0,8519,0.022524636,0.0,9834,2602,1492,0.029314105,219616,3769,1628,1122,0.007527423,140802,2524,1254,0.013291175,360418,6293,2869,496,0.043665816,95756,1656,535,5,10,16094
2025-04-12,249,18859,187,185,1,4,64,0.060548723,10614,182,70,0.020473166,408,0.05983282,66674,1154,442,7,0,1,0,14149,12,214,8,16,0,15293,0.020690933,255357,18698,15616,29442,278,0.003597122,466,210,0.058495822,26655,497,222,15,15,1112,0.025727043,119443,2646,1206,242.0,11483,0.016282107,0.0,12962,2855,1801,0.034878091,246430,3955,1952,1061,0.006917866,123376,2265,1195,0.014202002,369806,6220,3140,682,0.059620596,103943,1833,734,1,8,19622
2025-04-11,397,43451,281,279,7,5,181,0.169000934,31433,445,194,0.046090023,1388,0.201246919,225544,3530,1435,7,0,9,0,53463,31,416,38,77,0,27048,0.035817338,448847,33994,27500,76738,954,0.007337526,1423,669,0.183791209,122704,1865,683,40,40,2814,0.063955999,296014,6301,2985,377.0,19009,0.014918242,0.0,21835,14407,7305,0.139613554,1081984,15673,7551,7343,0.046197499,1000495,14543,7701,0.069556023,2082479,30216,15051,2239,0.193701877,379688,5841,2313,1,29,44765
2025-04-10,481,43771,346,346,10,6,205,0.189463956,38011,641,208,0.045997896,1286,0.184796666,190902,3467,1327,22,0,17,0,56729,24,401,38,73,0,25551,0.03353132,427952,32957,26120,78802,805,0.01242236,1277,645,0.174844131,83667,1759,673,30,30,2697,0.060454586,267684,6175,2886,464.0,17562,0.019698264,0.0,20476,16215,7293,0.138576423,1227387,15666,7521,9049,0.055800158,1166240,17705,9473,0.077178637,2393627,33371,16843,2137,0.182852742,312608,5869,2209,6,26,45193
2025-04-09,526,44432,370,368,2,4,215,0.198889917,55095,559,221,0.046589709,1318,0.188555079,223002,3929,1351,17,0,15,0,62015,20,382,46,88,0,26474,0.034575125,470826,33970,26999,80902,695,0.002877698,1024,668,0.180589348,110883,1877,690,23,23,2690,0.059716734,281825,5920,2849,500.0,18358,0.020220789,0.0,21129,16330,7159,0.134625872,1213623,15771,7402,9301,0.056982693,1365006,18560,9681,0.07734681,2578629,34331,16913,2202,0.187276748,389019,6367,2263,10,19,45835
2025-04-08,584,57257,400,399,2,3,210,0.195895522,41342,580,215,0.059948132,1204,0.172246066,215987,3522,1245,19,0,18,0,67621,15,454,44,100,0,38826,0.05079145,812503,48337,39448,96720,726,0.002754821,1127,614,0.165811504,98782,1594,633,19,19,2738,0.060577902,298545,6245,2917,553.0,30084,0.013071468,0.0,34622,16944,7499,0.140351862,1290858,16751,7744,9505,0.058172271,1297675,19287,9907,0.0800034,2588533,36038,17600,2029,0.173078564,356111,5697,2094,12,17,58772
2025-04-07,486,46088,354,353,7,3,203,0.191871456,36790,551,207,0.049792513,1329,0.19147097,261326,3627,1366,16,0,9,0,68730,15,477,53,108,0,27376,0.037050521,494582,35143,27851,85278,839,0.008343266,1302,612,0.167030568,102240,1616,631,20,20,2979,0.066909238,329103,6490,3149,462.0,19528,0.018074135,0.0,23169,16967,7895,0.148625753,1435850,17767,8092,9432,0.059943184,1462451,19687,9708,0.082727517,2898301,37454,17519,2147,0.185150052,401023,5805,2207,5,15,47318
2025-04-06,287,15170,194,194,1,1,49,0.046622265,6063,123,52,0.01675932,313,0.045375471,46890,933,342,3,0,3,0,13313,5,192,10,26,0,11933,0.016380661,226625,15460,12331,26019,176,0.005681818,279,145,0.039900936,17541,465,154,5,5,937,0.021351746,118529,2559,1039,280.0,8078,0.023906346,0.0,9485,2701,1592,0.03029611,230668,3766,1742,1119,0.007385846,151590,2665,1262,0.01361906,382258,6431,2994,507,0.044041001,70494,1521,548,8,7,15981
2025-04-05,220,16917,163,162,2,1,45,0.04233302,8464,226,54,0.018311513,391,0.055817273,64528,1042,417,8,0,3,0,14850,5,155,14,24,0,13379,0.017983687,241598,16871,13674,27516,174,0.011494253,270,199,0.053812872,27789,475,209,6,6,1034,0.023048973,134370,2522,1125,212.0,9658,0.016935065,0.0,11006,2804,1801,0.033549421,289155,4055,1990,1010,0.006445355,124576,2278,1136,0.013685927,413731,6333,3119,636,0.054396168,100781,1745,681,1,5,17731
2025-04-04,437,40844,321,321,3,4,211,0.19627907,42331,521,222,0.04332735,1215,0.171440666,230269,3402,1252,14,0,16,0,60785,13,326,67,129,0,25315,0.033407631,457674,32302,25818,73268,583,0.005145798,890,575,0.153743316,92783,1487,598,17,17,2605,0.056787217,329961,5534,2765,428.0,18116,0.017782948,0.0,20963,13974,7313,0.133629354,1412227,15898,7579,6725,0.040933964,1081221,13867,7054,0.065738964,2493448,29765,14556,2001,0.169017654,365483,5411,2072,4,15,42086
2025-04-03,433,47103,306,304,6,7,166,0.154418605,29653,528,176,0.049549455,1167,0.16431991,196696,3386,1204,21,0,48,0,56744,29,763,161,302,0,29792,0.038977265,516410,37611,30306,81962,491,0.012219959,827,578,0.154421587,90281,1505,600,32,34,2747,0.059362507,295622,5982,2938,419.0,21310,0.014209427,0.0,24470,15305,6831,0.124719286,1088880,15361,7122,8790,0.052887132,1185290,17172,9220,0.071626801,2274170,32533,16022,1911,0.160858586,316630,5419,1980,10,16,48490
2025-04-02,465,50511,353,353,10,10,228,0.212290503,42086,621,234,0.052654732,1490,0.20865425,313609,4406,1538,25,0,23,0,76013,23,394,99,161,0,30061,0.039279354,546775,38652,30638,92757,644,0.01552795,1022,689,0.182807111,127125,1828,706,26,26,3276,0.069396488,424796,7332,3454,455.0,20946,0.016571992,0.0,24721,18253,8534,0.154755644,1583905,19203,8780,10006,0.058860555,1519958,20215,10359,0.083760864,3103863,39418,18835,2410,0.202011735,482967,6858,2481,6,19,51898
2025-04-01,457,53184,337,336,6,4,189,0.176635514,31086,551,191,0.055261903,1346,0.187204451,233639,3952,1400,25,0,8,0,62005,15,323,348,401,0,34844,0.045531285,671183,44105,35379,92819,306,0.019607843,525,612,0.160587772,98778,1662,640,24,24,2740,0.057802249,320266,5935,2958,443.0,24562,0.013729325,0.0,28020,16666,7527,0.135570325,1136021,17039,7782,9593,0.056017191,1228855,19161,9967,0.075873874,2364876,36200,17250,2148,0.178006132,363503,6166,2232,3,16,54771
2025-03-31,530,47475,381,380,7,5,208,0.195856874,42869,505,214,0.050724514,1403,0.196306142,555983,4529,1449,22,0,13,0,79581,51,1197,94,231,0,28521,0.038431117,562757,37660,29047,90003,1111,0.00630063,1644,622,0.164680964,119197,2084,643,57,58,2962,0.063331195,315734,6929,3138,510.0,18847,0.020331928,0.0,22766,17366,7744,0.141626584,1584749,18043,7981,9697,0.058582942,1592245,19750,10021,0.08127144,3176994,37793,17913,2236,0.187097314,718332,7126,2309,5,34,48870
2025-03-30,314,16630,216,216,14,7,42,0.039697543,7173,101,49,0.018271734,368,0.052191179,65682,1174,404,8,0,0,0,14508,21,138,10,26,0,13147,0.01812262,248795,16824,13513,28281,305,0.045901639,532,162,0.043234588,28010,481,175,19,19,1016,0.022112915,126900,3031,1112,304.0,9266,0.02355764,0.0,10802,2920,1744,0.032352014,234426,3902,1931,1185,0.00746405,158877,2699,1292,0.014161764,393303,6601,3214,572,0.048261897,100865,1756,628,7,1,17413
2025-03-29,390,22261,287,286,6,7,62,0.057998129,10623,175,65,0.024125647,485,0.068483479,83786,1362,517,4,0,2,0,19314,17,134,10,16,0,17969,0.024474358,318077,22013,18383,35516,405,0.014814815,602,261,0.069120763,44406,724,271,17,17,1319,0.028368032,167985,3337,1419,376.0,13669,0.020961145,0.0,15534,3339,2208,0.040565864,357019,5041,2388,1141,0.006991079,176562,2798,1269,0.015816249,533581,7839,3647,809,0.068006052,138815,2262,854,1,4,23157
2025-03-28,618,53189,466,464,12,10,205,0.189463956,37850,570,214,0.056608613,1318,0.184930546,272475,3981,1364,19,0,16,0,67046,35,453,64,204,0,36290,0.048880885,582726,45267,36806,92722,1197,0.010025063,1829,617,0.162155059,107627,1935,643,40,40,3039,0.06464307,313580,7209,3231,603.0,25558,0.018337072,0.0,29251,15279,7975,0.144328218,1501413,18010,8237,7439,0.043782518,1204924,15330,7808,0.070039285,2706337,33340,15950,2142,0.179052077,418129,6490,2223,4,22,54673
2025-03-27,488,48905,342,339,15,10,205,0.187214612,36597,568,214,0.052209384,1422,0.198964601,285617,4551,1463,37,0,19,0,63261,64,876,68,117,0,31532,0.042807552,527990,40496,32135,88043,1033,0.014520813,1569,653,0.171076762,125271,1980,666,70,70,2645,0.056353332,265586,6137,2822,458.0,22060,0.015546161,0.0,25478,15716,7232,0.130534448,1277301,16602,7549,8607,0.049884663,1275316,17249,9026,0.071041438,2552617,33851,16477,2281,0.190178423,447485,7100,2344,7,30,50448
2025-03-26,540,52034,378,376,18,10,245,0.223336372,50069,551,249,0.055356085,1511,0.212517581,337777,4488,1563,27,0,5,0,84535,38,482,51,139,0,31363,0.042644697,555175,40009,31985,94482,1361,0.013225569,2053,689,0.180745016,163881,2115,718,48,49,3265,0.069351516,371523,7312,3460,531.0,21103,0.017718196,0.0,24694,18466,8581,0.154190326,1824677,18995,8876,10169,0.058460336,1767949,20498,10581,0.082641891,3592626,39493,19201,2446,0.204429586,552000,7156,2531,5,41,53751
2025-03-25,647,63398,458,457,20,7,251,0.227974569,57764,696,260,0.067536718,1544,0.218696884,353405,4765,1582,38,0,7,0,108773,60,1433,46,73,0,39638,0.053949804,691155,50501,40169,116193,1731,0.011554015,2687,704,0.185751979,158062,2134,721,62,64,4126,0.087541373,453247,9152,4294,627.0,29261,0.015757784,0.0,34032,22477,10435,0.187107764,2418686,23575,10721,12272,0.070440887,2392472,24685,12671,0.100163099,4811158,48260,23168,2499,0.209700428,569231,7595,2563,10,37,64778
2025-03-24,566,43885,393,393,18,3,207,0.190607735,44962,577,213,0.048130336,1386,0.19873817,299317,4264,1415,34,0,1,0,73926,27,389,39,80,0,25799,0.036123845,672682,34270,26349,88057,1043,0.01725791,1692,663,0.176236045,137329,2137,677,31,31,2805,0.061028676,290459,6972,2986,556.0,16753,0.023388681,0.0,20334,16706,7486,0.136220544,1464950,18498,7747,9388,0.056143289,1522572,20900,9694,0.077080305,2987522,39398,17261,2257,0.190592805,481721,6980,2306,11,20,45225
2025-03-23,358,17627,239,239,5,3,58,0.053703704,14673,161,63,0.019498808,388,0.056223736,79038,1181,424,8,0,0,0,16408,8,120,7,13,0,13943,0.019653973,237428,18018,14344,30657,306,0.016339869,517,168,0.044871795,20570,395,183,9,9,1163,0.025596443,133553,3096,1279,351.0,9850,0.024022515,0.0,11490,3120,1881,0.034579749,294774,4553,2052,1251,0.007717411,204185,3184,1385,0.014805113,498959,7737,3425,614,0.052322113,114281,1737,670,1,7,18501
2025-03-22,454,24840,326,322,8,7,62,0.056985294,10850,179,67,0.027054344,522,0.074956921,92764,1508,565,8,0,0,0,21717,21,174,13,21,0,20498,0.028480006,352755,25205,20939,40008,471,0.016985138,740,221,0.058419244,41152,649,240,21,21,1558,0.033654469,172135,3963,1665,436.0,16257,0.020011049,0.0,18330,3504,2331,0.042273444,435705,5579,2538,1183,0.007034674,196911,2853,1325,0.016110123,632616,8432,3853,805,0.068007096,144766,2336,872,1,3,25810
2025-03-21,624,52901,456,454,19,13,222,0.200542005,45974,587,231,0.056781261,1428,0.202438333,291545,4103,1468,26,0,5,0,72703,51,983,33,77,0,35534,0.049023233,587909,44479,36121,94933,1358,0.013991163,2059,681,0.177899687,139458,2043,705,54,55,3387,0.072051566,391721,7851,3594,599.0,26413,0.017358864,0.0,30001,15763,8333,0.148197549,1659184,19441,8656,7522,0.042694486,1245014,15977,7899,0.069816987,2904198,35418,16489,2335,0.1958564,477312,6740,2408,10,22,54534
2025-03-20,583,52703,411,410,19,12,243,0.21852518,40875,671,249,0.05564818,1472,0.208174233,318348,4079,1519,32,0,12,0,78164,53,608,38,79,0,32493,0.044367464,655570,43333,33033,99467,1480,0.012837838,2188,678,0.176287051,125067,2062,696,50,51,3734,0.078758094,355725,8305,3948,540.0,21521,0.019332079,0.0,25198,18387,9336,0.163116974,1705980,20761,9643,9091,0.050083463,1486616,19789,9450,0.078861701,3192596,40550,19046,2395,0.200435183,484819,6819,2466,11,18,54063
2025-03-19,581,56293,413,413,12,5,258,0.233273056,63652,615,262,0.058766236,1638,0.231355932,367996,4604,1684,35,0,12,0,92932,23,722,44,96,0,34745,0.046794046,598387,44116,35287,101149,1449,0.008281573,2067,770,0.198863636,149466,2029,794,27,27,3762,0.078433825,426480,8153,3934,555.0,24470,0.01687712,0.0,28176,19291,9841,0.170557549,2222995,21724,10017,9638,0.052198308,1746276,19533,9997,0.081502199,3969271,41257,19858,2667,0.22293739,581135,7249,2741,18,17,57646
2025-03-18,494,55406,349,349,9,6,212,0.193078324,48574,542,224,0.058209913,1625,0.231020756,355541,4593,1665,43,0,17,0,76942,41,804,45,80,0,36386,0.049605796,710021,44487,36976,94440,975,0.009230769,1545,732,0.189735614,142524,2048,753,42,42,3002,0.063206653,347289,6845,3193,478.0,25625,0.013606768,0.0,28884,16578,7936,0.138344606,1612960,17861,8227,8729,0.047319091,1398914,17664,9087,0.069949072,3011874,35525,17222,2571,0.216032266,546658,7185,2644,12,11,56996
2025-03-17,519,49931,385,384,15,12,246,0.225068618,49870,585,249,0.053782065,1527,0.219176116,289481,4029,1559,45,0,21,0,75303,31,469,44,59,0,29837,0.041657243,545414,37993,30392,92854,1231,0.012185215,1880,730,0.190899582,150341,2085,747,39,39,3369,0.071693054,332617,7433,3543,503.0,20276,0.018826406,0.0,24204,17899,8842,0.155666273,1631541,20559,9045,9238,0.051447124,1517858,19793,9511,0.077314489,3149399,40352,18377,2503,0.21167019,489692,6699,2555,5,18,51288
2025-03-16,464,18404,327,324,6,9,58,0.054003724,9277,160,63,0.020267696,375,0.054505814,88197,1174,406,17,0,2,0,18346,13,115,11,17,0,14857,0.021202114,269395,19353,15255,32013,282,0.021276596,450,167,0.044086589,18398,365,183,12,13,1303,0.028145588,223220,3761,1419,452.0,10971,0.029822161,0.0,12980,2879,1854,0.032998131,309561,4619,2013,1040,0.005985095,180021,2510,1152,0.012748358,489582,7129,3150,601,0.051433462,115912,1700,653,3,4,19254
2025-03-15,509,22205,386,386,4,3,77,0.071296296,13172,207,83,0.024120689,459,0.066300737,95253,1279,499,11,0,4,0,21514,8,131,14,32,0,18221,0.025649725,318873,22665,18553,37331,376,0.010638298,551,245,0.063885267,35303,609,265,8,8,1620,0.034843206,222923,4280,1708,507.0,13977,0.027648449,0.0,16066,3293,2255,0.039814259,414160,5297,2412,1047,0.005882022,190513,2914,1171,0.014306319,604673,8211,3574,781,0.066253817,143728,2095,847,2,2,23013
2025-03-14,439,40564,338,336,8,11,194,0.175724638,34783,418,202,0.043198734,1256,0.179762416,278824,3498,1304,32,0,11,0,62479,19,333,40,69,0,25188,0.034821029,469273,32859,25796,75377,940,0.008510638,1402,635,0.163659794,129932,1725,653,23,23,2694,0.057300861,283360,5880,2880,432.0,16148,0.02066899,0.0,19285,13669,7333,0.12767254,1445772,16569,7611,6504,0.035250504,1105881,14119,6895,0.05768192,2551653,30688,14347,2087,0.175481376,443637,5644,2161,11,13,42065
2025-03-13,559,52987,414,412,19,9,204,0.18328841,32291,508,209,0.056015358,1510,0.215283718,281773,4215,1558,34,0,14,0,70917,34,460,42,86,0,33955,0.046613375,506103,42801,34479,93228,998,0.019038076,1500,687,0.175973361,111719,1946,712,44,44,3073,0.064899683,331364,6979,3305,539.0,19106,0.021505376,0.0,22548,17049,8464,0.146583076,1581551,18685,8751,8814,0.046950908,1408430,17680,9241,0.071060299,2989981,36365,17724,2403,0.201543236,425899,6676,2481,8,20,54554
2025-03-12,684,56132,504,503,23,12,268,0.240143369,56576,655,273,0.05958343,1783,0.255261274,455512,5577,1815,22,0,24,0,104526,47,663,52,95,0,33304,0.045897491,643748,44163,34001,112107,1326,0.0173454,2259,907,0.233401956,191975,2707,926,52,52,3947,0.083365015,532927,9591,4131,674.0,21211,0.023583361,0.0,25263,20625,9852,0.170505876,2335520,24912,10157,11132,0.05879712,2053547,23947,11465,0.085626391,4389067,48859,21330,2960,0.248969636,704444,8957,3016,4,28,57709
2025-03-11,639,53888,459,459,14,11,283,0.252003562,69228,736,291,0.056184367,1523,0.218570608,324665,4456,1567,17,0,39,0,94415,27,369,55,108,0,31562,0.042560422,628595,41603,32113,103442,1241,0.011281225,1923,758,0.195461578,144197,2270,783,31,31,4014,0.084844642,538448,8605,4196,625.0,21714,0.021103448,0.0,25651,20493,10346,0.178213388,2050156,23143,10575,10307,0.053890556,1907561,22138,10706,0.084439317,3957717,45281,21096,2566,0.216284558,539118,7474,2644,5,20,55139
2025-03-10,534,49368,393,390,6,5,237,0.214092141,53248,664,240,0.051792565,1451,0.211238899,312407,4543,1489,15,0,51,0,81542,19,387,58,150,0,28911,0.038966815,517809,37764,29461,97165,1045,0.005736138,1654,784,0.204007286,146400,2328,804,21,21,3257,0.07023332,379415,7561,3439,526.0,20057,0.019623508,0.0,23843,18369,8619,0.151168093,1772464,21399,8876,10028,0.054240002,1708915,22430,10314,0.078143346,3481379,43829,18905,2475,0.211357814,512811,7543,2536,9,8,50713
2025-03-09,337,15946,253,253,4,2,50,0.045787546,13427,141,53,0.016848988,350,0.051372376,81136,1105,380,8,0,5,0,15827,10,129,15,30,0,12692,0.017126888,242648,16679,13033,28731,230,0.017391304,401,185,0.048633018,29427,490,204,11,11,1104,0.024110068,129821,2979,1206,328.0,9147,0.027449279,0.0,10771,2749,1725,0.030655767,284855,4375,1896,1033,0.005760876,167771,2899,1157,0.012006936,452626,7274,3044,588,0.050825482,124112,1740,640,1,5,16725
2025-03-08,285,17883,205,204,4,5,85,0.077413479,17461,225,89,0.018618079,462,0.067524116,97589,1367,501,1,0,0,0,18833,11,144,14,32,0,13775,0.018326422,248160,17775,14078,31554,274,0.01459854,466,260,0.068045014,44067,687,278,11,11,1192,0.025809804,144453,3016,1314,279.0,9859,0.020867264,0.0,11483,3266,2235,0.039305687,409428,5677,2420,1044,0.005708599,168000,2743,1179,0.01398314,577428,8420,3586,806,0.069285653,159117,2279,869,4,3,18771
2025-03-07,541,48269,393,392,11,5,213,0.192585895,36625,521,218,0.048980491,1678,0.244392659,311823,4686,1725,27,0,29,0,72728,31,697,32,61,0,29650,0.038645416,492846,38233,30179,93150,930,0.011827957,1448,867,0.224611399,161561,2427,888,32,32,3232,0.069197337,385611,7414,3420,529.0,20431,0.019154847,0.0,23837,16998,8833,0.153523942,1620841,20985,9143,8221,0.043653954,1353002,18477,8612,0.071018822,2973843,39462,17692,2763,0.23520899,510380,7646,2836,10,13,49685
2025-03-06,626,48617,447,446,7,9,207,0.185983827,48672,563,215,0.04866893,1443,0.211273792,315853,4509,1484,20,0,32,0,81402,37,911,104,216,0,28832,0.036872253,558358,38063,29460,94050,860,0.008139535,1355,706,0.182948951,140519,1951,725,41,41,3359,0.071058366,434217,8014,3582,609.0,19694,0.022259848,0.0,23186,18014,8551,0.148010316,1817453,19973,8840,9755,0.050946599,1567645,20365,10198,0.07401655,3385098,40338,18724,2356,0.201298701,505462,7027,2424,10,16,50092
2025-03-05,625,48800,468,467,13,9,211,0.188057041,35430,557,220,0.048659908,1369,0.200351237,249231,3777,1428,15,0,48,0,72069,36,399,54,123,0,29187,0.037278766,534715,37788,29831,92588,766,0.016971279,1231,643,0.166192815,107757,1782,668,42,42,3279,0.068922754,371796,7936,3499,616.0,20026,0.023411706,0.0,23379,17611,8275,0.143533615,1435169,19842,8627,9543,0.049810009,1589100,20827,9989,0.072260039,3024269,40669,18392,2224,0.189292706,392418,6117,2317,4,16,50505
2025-03-04,865,58835,641,637,12,13,245,0.21875,43628,597,253,0.058526798,1548,0.226713533,265691,4357,1606,19,0,60,0,80249,25,450,83,181,0,34824,0.044342408,613040,44554,35453,109789,740,0.016216216,1215,749,0.192991497,103428,2029,770,29,29,4246,0.089824413,516853,10098,4466,850.0,24964,0.026141925,0.0,28934,22053,9832,0.170298264,1596573,22792,10098,12466,0.064627508,1674703,25324,12928,0.090127019,3271276,48116,22731,2545,0.216466786,412793,6992,2632,2,24,60274
2025-03-03,775,53002,616,614,7,7,228,0.205405405,47974,576,234,0.054251021,1802,0.267517815,303105,4907,1835,18,0,61,0,89703,19,334,58,98,0,30484,0.039797384,517106,39234,31008,102373,499,0.014028056,893,928,0.241729617,160024,2575,935,27,27,3340,0.073013444,471777,8288,3508,762.0,21310,0.029192929,0.0,24962,20881,9280,0.163809995,2022994,22258,9482,11887,0.064180507,1856351,24491,12224,0.088466068,3879345,46749,21406,2962,0.25598479,512252,8073,3008,1,23,54389
2025-03-02,331,13971,230,229,7,5,58,0.052488688,6454,104,62,0.014548139,326,0.049378976,56374,1023,357,4,0,5,0,13153,12,127,13,17,0,10593,0.014029181,198615,14137,10969,25442,142,0.049295775,297,151,0.040063677,21109,452,170,12,12,1024,0.022972003,129350,2922,1127,324.0,7020,0.032805591,0.0,8368,2768,1628,0.029264259,226462,3935,1802,1151,0.006499263,150294,2866,1284,0.012137529,376756,6801,3075,535,0.046851738,83937,1579,589,1,3,14829
2025-03-01,214,13759,148,148,5,2,50,0.045085663,5587,179,57,0.013959571,374,0.056367747,68102,1068,405,4,0,2,0,13132,11,99,11,19,0,10320,0.013325758,203693,13436,10627,24160,124,0.040322581,257,204,0.053529257,28264,527,221,8,8,981,0.02167381,116638,2596,1107,211.0,6737,0.022089552,0.0,8016,2805,1762,0.031312198,234159,4025,1923,1047,0.005753601,131158,2321,1207,0.012028044,365317,6346,3126,628,0.054632449,101953,1774,683,2,1,14630
2025-02-28,468,41978,346,345,11,9,165,0.147717099,31946,384,170,0.041312985,1164,0.17459127,185864,2874,1197,16,0,52,0,58155,33,387,57,80,0,25120,0.03145548,479671,31968,25729,75273,1063,0.010348071,1540,588,0.152925878,96993,1702,613,35,37,2699,0.058727534,367008,6151,2870,456.0,16103,0.021453373,0.0,18850,14851,7330,0.12824326,1249323,16671,7637,7606,0.040434649,1077345,15502,8011,0.061939041,2326668,32173,15582,1919,0.166869565,315047,4973,1982,5,14,43544
2025-02-27,610,50214,465,464,9,6,196,0.17360496,37990,496,202,0.048494014,1258,0.187313877,230731,3499,1309,21,0,51,0,68436,25,729,66,113,0,30493,0.037385045,529922,38818,31033,89378,1129,0.007971656,1743,651,0.167783505,124892,1873,679,27,27,2957,0.063214828,293435,7133,3158,597.0,21390,0.02155672,0.0,24629,17909,7871,0.136715765,1427801,17626,8219,10178,0.052852684,1460559,19918,10665,0.073524099,2888360,37544,18714,2106,0.181192463,393623,5870,2191,7,16,51713
2025-02-26,667,50580,491,490,10,10,216,0.187989556,37419,593,226,0.04706329,1485,0.219285292,312135,4559,1539,26,0,85,0,69757,43,939,45,75,0,29734,0.034809015,544766,38161,30277,92640,1169,0.00855432,1819,712,0.180116367,120950,2134,735,56,57,3065,0.063130793,297510,7283,3259,652.0,19635,0.025019108,0.0,22967,18641,7962,0.135297716,1408282,18169,8277,10831,0.054346844,1463462,21726,11319,0.074335641,2871744,39895,19425,2414,0.20459361,470504,7286,2501,6,28,51982
2025-02-25,607,52448,428,428,24,6,229,0.198096886,46301,731,237,0.047820505,1330,0.19515774,225361,3714,1375,21,0,43,0,78118,39,641,52,102,0,29982,0.034313378,561436,38449,30485,98305,1491,0.016096579,2300,642,0.159068385,108828,1934,664,38,38,3597,0.072801975,374138,8437,3806,593.0,20488,0.021008197,0.0,24059,20560,9141,0.152721623,1686737,20985,9436,11461,0.056916262,1682929,24023,11978,0.080958906,3369666,45008,21329,2205,0.185262981,380848,6393,2280,8,22,54088
2025-02-24,676,53140,481,479,18,10,235,0.206502636,54558,658,240,0.049280088,1408,0.209026128,276633,4012,1442,27,0,43,0,83100,56,1028,59,124,0,31268,0.036264022,586118,39885,31900,99492,1367,0.01316752,2086,711,0.177483774,147959,2006,733,56,57,3298,0.067677659,358848,8077,3482,650.0,21784,0.022136316,0.0,25318,20076,9042,0.153298408,1855754,21567,9308,10971,0.056723178,1704970,23268,11449,0.081918449,3560724,44835,20822,2357,0.199678075,479465,6683,2419,1,20,54726
2025-02-23,423,21264,299,299,4,2,61,0.054270463,13613,217,67,0.020057634,407,0.061092765,74030,1133,434,14,0,6,0,18508,9,190,20,57,0,16779,0.019724986,316975,21337,17217,35243,361,0.011080332,562,210,0.052671181,18855,425,239,13,14,1277,0.026580355,149269,3360,1410,414.0,12285,0.024109015,0.0,14184,3665,2242,0.038515057,327163,5164,2460,1432,0.007692225,209931,3603,1588,0.015437884,537094,8767,4039,677,0.058026914,106498,1775,739,7,12,22227
2025-02-22,323,23714,231,230,4,2,59,0.052537845,6986,162,63,0.02171558,533,0.079469211,87230,1233,560,9,0,4,0,20370,10,189,21,43,0,18963,0.021671108,325909,23582,19366,38195,440,0.009090909,622,284,0.070594084,35367,576,305,14,14,1431,0.029387604,166846,3540,1538,318.0,14200,0.01603276,0.0,16304,3920,2568,0.043600061,415770,5769,2755,1363,0.007120728,183428,3324,1525,0.016125184,599198,9093,4269,877,0.07457483,129583,1972,929,3,8,24579
2025-02-21,612,47055,459,458,11,6,203,0.179328622,36541,504,211,0.042425374,1365,0.202883472,309676,3924,1418,27,0,24,0,74123,29,616,64,128,0,28366,0.031978517,588332,36887,29061,87922,1175,0.009361702,1853,733,0.180541872,131155,2022,755,36,37,3185,0.064576955,340935,7564,3410,602.0,19619,0.023556582,0.0,23222,16775,8234,0.138465678,1609155,18920,8602,8659,0.043757959,1430305,18079,9210,0.067255495,3039460,36999,17684,2305,0.194893041,477815,6460,2388,20,20,49081
